dgns_cd,longdesc,shortdesc,version,fyear,,
Obstetrician and Gynacologist,"Malaria in the mother, delivered, with mention of postpartum complication",Malaria-delivered w p/p,32,2015,,
Obstetrician and Gynacologist,"Malaria in the mother, antepartum condition or complication",Malaria-antepartum,32,2015,,
Obstetrician and Gynacologist,"Malaria in the mother, postpartum condition or complication",Malaria-postpartum,32,2015,,
Obstetrician and Gynacologist,"Rubella in the mother, unspecified as to episode of care or not applicable",Rubella in preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Rubella in the mother, delivered, with or without mention of antepartum condition",Rubella-delivered,32,2015,,
Obstetrician and Gynacologist,"Rubella in the mother, delivered, with mention of postpartum complication",Rubella-delivered w p/p,32,2015,,
Obstetrician and Gynacologist,"Rubella in the mother, antepartum condition or complication",Rubella-antepartum,32,2015,,
Obstetrician and Gynacologist,"Rubella in the mother, postpartum condition or complication",Rubella-postpartum,32,2015,,
Obstetrician and Gynacologist,"Other viral diseases in the mother, unspecified as to episode of care or not applicable",Oth virus in preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Other viral diseases in the mother, delivered, with or without mention of antepartum condition",Oth viral dis-delivered,32,2015,,
Obstetrician and Gynacologist,"Other viral diseases in the mother, delivered, with mention of postpartum complication",Oth viral dis-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Other viral diseases in the mother, antepartum condition or complication",Oth viral dis-antepartum,32,2015,,
Obstetrician and Gynacologist,"Other viral diseases in the mother, postpartum condition or complication",Oth viral dis-postpartum,32,2015,,
Obstetrician and Gynacologist,"Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable",Inf dis in preg NEC-unsp,32,2015,,
Obstetrician and Gynacologist,"Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition",Infect dis NEC-delivered,32,2015,,
Obstetrician and Gynacologist,"Other specified infectious and parasitic diseases of mother, delivered, with mention of postpartum complication",Infect dis NEC-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Other specified infectious and parasitic diseases of mother, antepartum condition or complication",Infect dis NEC-antepart,32,2015,,
Obstetrician and Gynacologist,"Other specified infectious and parasitic diseases of mother, postpartum condition or complication",Infect dis NEC-postpart,32,2015,,
Obstetrician and Gynacologist,"Unspecified infection or infestation of mother, unspecified as to episode of care or not applicable",Infect in preg NOS-unsp,32,2015,,
Obstetrician and Gynacologist,"Unspecified infection or infestation of mother, delivered, with or without mention of antepartum condition",Infect NOS-delivered,32,2015,,
Obstetrician and Gynacologist,"Unspecified infection or infestation of mother, delivered, with mention of postpartum complication",Infect NOS-deliver w p/p,32,2015,,
Obstetrician and Gynacologist,"Unspecified infection or infestation of mother, antepartum condition or complication",Infect NOS-antepartum,32,2015,,
Obstetrician and Gynacologist,"Unspecified infection or infestation of mother, postpartum condition or complication",Infect NOS-postpartum,32,2015,,
Obstetrician and Gynacologist,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",Diabetes in preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",Diabetes-delivered,32,2015,,
Obstetrician and Gynacologist,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",Diabetes-delivered w p/p,32,2015,,
Obstetrician and Gynacologist,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",Diabetes-antepartum,32,2015,,
Obstetrician and Gynacologist,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",Diabetes-postpartum,32,2015,,
Obstetrician and Gynacologist,"Thyroid dysfunction of mother, unspecified as to episode of care or not applicable",Thyroid dysfun preg-unsp,32,2015,,
Obstetrician and Gynacologist,"Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition",Thyroid dysfunc-deliver,32,2015,,
Obstetrician and Gynacologist,"Thyroid dysfunction of mother, delivered, with mention of postpartum complication",Thyroid dysfun-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Thyroid dysfunction of mother, antepartum condition or complication",Thyroid dysfunc-antepart,32,2015,,
Obstetrician and Gynacologist,"Thyroid dysfunction of mother, postpartum condition or complication",Thyroid dysfunc-postpart,32,2015,,
Obstetrician and Gynacologist,"Anemia of mother, unspecified as to episode of care or not applicable",Anemia in preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Anemia of mother, delivered, with or without mention of antepartum condition",Anemia-delivered,32,2015,,
Obstetrician and Gynacologist,"Anemia of mother, delivered, with mention of postpartum complication",Anemia-delivered w p/p,32,2015,,
Obstetrician and Gynacologist,"Anemia of mother, antepartum condition or complication",Anemia-antepartum,32,2015,,
Obstetrician and Gynacologist,"Anemia of mother, postpartum condition or complication",Anemia-postpartum,32,2015,,
Obstetrician and Gynacologist,"Drug dependence of mother, unspecified as to episode of care or not applicable",Drug depend preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Drug dependence of mother, delivered, with or without mention of antepartum condition",Drug dependence-deliver,32,2015,,
Obstetrician and Gynacologist,"Drug dependence of mother, delivered, with mention of postpartum complication",Drug dependen-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Drug dependence of mother, antepartum condition or complication",Drug dependence-antepart,32,2015,,
Obstetrician and Gynacologist,"Drug dependence of mother, postpartum condition or complication",Drug dependence-postpart,32,2015,,
Obstetrician and Gynacologist,"Mental disorders of mother, unspecified as to episode of care or not applicable",Mental dis preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Mental disorders of mother, delivered, with or without mention of antepartum condition",Mental disorder-deliver,32,2015,,
Obstetrician and Gynacologist,"Mental disorders of mother, delivered, with mention of postpartum complication",Mental dis-deliv w p/p,32,2015,,
Obstetrician and Gynacologist,"Mental disorders of mother, antepartum condition or complication",Mental disorder-antepart,32,2015,,
Obstetrician and Gynacologist,"Mental disorders of mother, postpartum condition or complication",Mental disorder-postpart,32,2015,,
Obstetrician and Gynacologist,"Congenital cardiovascular disorders of mother, unspecified as to episode of care or not applicable",Congen CV dis preg-unsp,32,2015,,
Obstetrician and Gynacologist,"Congenital cardiovascular disorders of mother, delivered, with or without mention of antepartum condition",Congen CV dis-delivered,32,2015,,
Obstetrician and Gynacologist,"Congenital cardiovascular disorders of mother, delivered, with mention of postpartum complication",Congen CV dis-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Congenital cardiovascular disorders of mother, antepartum condition or complication",Congen CV dis-antepartum,32,2015,,
Obstetrician and Gynacologist,"Congenital cardiovascular disorders of mother, postpartum condition or complication",Congen CV dis-postpartum,32,2015,,
Obstetrician and Gynacologist,"Other cardiovascular diseases of mother, unspecified as to episode of care or not applicable",CV dis NEC preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Other cardiovascular diseases of mother, delivered, with or without mention of antepartum condition",CV dis NEC preg-deliver,32,2015,,
Obstetrician and Gynacologist,"Other cardiovascular diseases of mother, delivered, with mention of postpartum complication",CV dis NEC-deliver w p/p,32,2015,,
Obstetrician and Gynacologist,"Other cardiovascular diseases of mother, antepartum condition or complication",CV dis NEC-antepartum,32,2015,,
Obstetrician and Gynacologist,"Other cardiovascular diseases of mother, postpartum condition or complication",CV dis NEC-postpartum,32,2015,,
Obstetrician and Gynacologist,"Bone and joint disorders of back, pelvis, and lower limbs of mother, unspecified as to episode of care or not applicable",Bone disord in preg-unsp,32,2015,,
Obstetrician and Gynacologist,"Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with or without mention of antepartum condition",Bone disorder-delivered,32,2015,,
Obstetrician and Gynacologist,"Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with mention of postpartum complication",Bone disorder-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Bone and joint disorders of back, pelvis, and lower limbs of mother, antepartum condition or complication",Bone disorder-antepartum,32,2015,,
Obstetrician and Gynacologist,"Bone and joint disorders of back, pelvis, and lower limbs of mother, postpartum condition or complication",Bone disorder-postpartum,32,2015,,
Obstetrician and Gynacologist,"Abnormal glucose tolerance of mother, unspecified as to episode of care or not applicable",Abn glucose in preg-unsp,32,2015,,
Obstetrician and Gynacologist,"Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition",Abn glucose toler-deliv,32,2015,,
Obstetrician and Gynacologist,"Abnormal glucose tolerance of mother, delivered, with mention of postpartum complication",Abn glucose-deliv w p/p,32,2015,,
Obstetrician and Gynacologist,"Abnormal glucose tolerance of mother, antepartum condition or complication",Abn glucose-antepartum,32,2015,,
Obstetrician and Gynacologist,"Abnormal glucose tolerance of mother, postpartum condition or complication",Abn glucose-postpartum,32,2015,,
Obstetrician and Gynacologist,"Other current conditions classifiable elsewhere of mother, unspecified as to episode of care or not applicable",Oth curr cond preg-unsp,32,2015,,
Obstetrician and Gynacologist,"Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition",Oth curr cond-delivered,32,2015,,
Obstetrician and Gynacologist,"Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication",Oth curr cond-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Other current conditions classifiable elsewhere of mother, antepartum condition or complication",Oth curr cond-antepartum,32,2015,,
Obstetrician and Gynacologist,"Other current conditions classifiable elsewhere of mother, postpartum condition or complication",Oth curr cond-postpartum,32,2015,,
Obstetrician and Gynacologist,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",Tobacco use disord-unsp,32,2015,,
Obstetrician and Gynacologist,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",Tobacco use disor-delliv,32,2015,,
Obstetrician and Gynacologist,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",Tobacco use dis-del-p/p,32,2015,,
Obstetrician and Gynacologist,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",Tobacco use dis-antepart,32,2015,,
Obstetrician and Gynacologist,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",Tobacco use dis-postpart,32,2015,,
Obstetrician and Gynacologist,"Obesity complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",Obesity-unspecified,32,2015,,
Obstetrician and Gynacologist,"Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",Obesity-delivered,32,2015,,
Obstetrician and Gynacologist,"Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",Obesity-delivered w p/p,32,2015,,
Obstetrician and Gynacologist,"Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",Obesity-antepartum,32,2015,,
Obstetrician and Gynacologist,"Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",Obesity-postpartum,32,2015,,
Obstetrician and Gynacologist,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",Bariatric surg stat-unsp,32,2015,,
Obstetrician and Gynacologist,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",Bariatric surg stat-del,32,2015,,
Obstetrician and Gynacologist,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",Bariatric surg-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",Bariatrc surg stat-antep,32,2015,,
Obstetrician and Gynacologist,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",Bariatrc surg stat w p/p,32,2015,,
Obstetrician and Gynacologist,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",Coagulation def-unspec,32,2015,,
Obstetrician and Gynacologist,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",Coagulation def-deliv,32,2015,,
Obstetrician and Gynacologist,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",Coagulatn def-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",Coagulation def-antepart,32,2015,,
Obstetrician and Gynacologist,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",Coagulation def-postpart,32,2015,,
Obstetrician and Gynacologist,"Epilepsy complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",Epilepsy-unspecified,32,2015,,
Obstetrician and Gynacologist,"Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",Epilepsy-delivered,32,2015,,
Obstetrician and Gynacologist,"Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",Epilepsy-delivered w p/p,32,2015,,
Obstetrician and Gynacologist,"Epilepsy complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",Epilepsy-antepartum,32,2015,,
Obstetrician and Gynacologist,"Epilepsy complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",Epilepsy-postpartum,32,2015,,
Obstetrician and Gynacologist,"Spotting complicating pregnancy, unspecified as to episode of care or not applicable",Spotting-unspecified,32,2015,,
Obstetrician and Gynacologist,"Spotting complicating pregnancy, delivered, with or without mention of antepartum condition",Spotting-delivered,32,2015,,
Obstetrician and Gynacologist,"Spotting complicating pregnancy, antepartum condition or complication",Spotting-antepartum,32,2015,,
Obstetrician and Gynacologist,"Uterine size date discrepancy, unspecified as to episode of care or not applicable",Uterine size descrp-unsp,32,2015,,
Obstetrician and Gynacologist,"Uterine size date discrepancy, delivered, with or without mention of antepartum condition",Uterine size descrep-del,32,2015,,
Obstetrician and Gynacologist,"Uterine size date discrepancy, delivered, with mention of postpartum complication",Uterine size-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Uterine size date discrepancy, antepartum condition or complication",Uterine size des-antepar,32,2015,,
Obstetrician and Gynacologist,"Uterine size date discrepancy, postpartum condition or complication",Uterine size descrep-p/p,32,2015,,
Obstetrician and Gynacologist,"Cervical shortening, unspecified as to episode of care or not applicable",Cervical shortening-unsp,32,2015,,
Obstetrician and Gynacologist,"Cervical shortening, delivered, with or without mention of antepartum condition",Cervical shortening-del,32,2015,,
Obstetrician and Gynacologist,"Cervical shortening, antepartum condition or complication",Cervical shortening-ante,32,2015,,
Obstetrician and Gynacologist,"Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section, delivered, with or without mention of antepartum condition",Spon labr w plan C/S-del,32,2015,,
Obstetrician and Gynacologist,"Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section, delivered, with mention of postpartum complication",Lbr w plan C/S-del w p/p,32,2015,,
Obstetrician and Gynacologist,Normal delivery,Normal delivery,32,2015,,
Obstetrician and Gynacologist,"Twin pregnancy, unspecified as to episode of care or not applicable",Twin pregnancy-unspec,32,2015,,
Obstetrician and Gynacologist,"Twin pregnancy, delivered, with or without mention of antepartum condition",Twin pregnancy-delivered,32,2015,,
Obstetrician and Gynacologist,"Twin pregnancy, antepartum condition or complication",Twin pregnancy-antepart,32,2015,,
Obstetrician and Gynacologist,"Triplet pregnancy, unspecified as to episode of care or not applicable",Triplet pregnancy-unspec,32,2015,,
Obstetrician and Gynacologist,"Triplet pregnancy, delivered, with or without mention of antepartum condition",Triplet pregnancy-deliv,32,2015,,
Obstetrician and Gynacologist,"Triplet pregnancy, antepartum condition or complication",Triplet preg-antepartum,32,2015,,
Obstetrician and Gynacologist,"Quadruplet pregnancy, unspecified as to episode of care or not applicable",Quadruplet preg-unspec,32,2015,,
Obstetrician and Gynacologist,"Quadruplet pregnancy, delivered, with or without mention of antepartum condition",Quadruplet preg-deliver,32,2015,,
Obstetrician and Gynacologist,"Quadruplet pregnancy, antepartum condition or complication",Quadruplet preg-antepart,32,2015,,
Obstetrician and Gynacologist,"Twin pregnancy with fetal loss and retention of one fetus, unspecified as to episode of care or not applicable",Twins w fetal loss-unsp,32,2015,,
Obstetrician and Gynacologist,"Twin pregnancy with fetal loss and retention of one fetus, delivered, with or without mention of antepartum condition",Twins w fetal loss-del,32,2015,,
Obstetrician and Gynacologist,"Twin pregnancy with fetal loss and retention of one fetus, antepartum condition or complication",Twins w fetal loss-ante,32,2015,,
Obstetrician and Gynacologist,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",Triplets w fet loss-unsp,32,2015,,
Obstetrician and Gynacologist,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",Triplets w fet loss-del,32,2015,,
Obstetrician and Gynacologist,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",Triplets w fet loss-ante,32,2015,,
Obstetrician and Gynacologist,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",Quads w fetal loss-unsp,32,2015,,
Obstetrician and Gynacologist,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",Quads w fetal loss-del,32,2015,,
Obstetrician and Gynacologist,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",Quads w fetal loss-ante,32,2015,,
Obstetrician and Gynacologist,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",Mult ges w fet loss-unsp,32,2015,,
Obstetrician and Gynacologist,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",Mult ges w fet loss-del,32,2015,,
Obstetrician and Gynacologist,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",Mult ges w fet loss-ante,32,2015,,
Obstetrician and Gynacologist,"Multiple gestation following (elective) fetal reduction, unspecified as to episode of care or not applicable",Mul gest-fet reduct unsp,32,2015,,
Obstetrician and Gynacologist,"Multiple gestation following (elective) fetal reduction,delivered, with or without mention of antepartum condition",Mult gest-fet reduct del,32,2015,,
Obstetrician and Gynacologist,"Multiple gestation following (elective) fetal reduction, antepartum condition or complication",Mul gest-fet reduct ante,32,2015,,
Obstetrician and Gynacologist,"Other specified multiple gestation, unspecified as to episode of care or not applicable",Multi gestat NEC-unspec,32,2015,,
Obstetrician and Gynacologist,"Other specified multiple gestation, delivered, with or without mention of antepartum condition",Multi gestat NEC-deliver,32,2015,,
Obstetrician and Gynacologist,"Other specified multiple gestation, antepartum condition or complication",Multi gest NEC-antepart,32,2015,,
Obstetrician and Gynacologist,"Unspecified multiple gestation, unspecified as to episode of care or not applicable",Multi gestat NOS-unspec,32,2015,,
Obstetrician and Gynacologist,"Unspecified multiple gestation, delivered, with or without mention of antepartum condition",Mult gestation NOS-deliv,32,2015,,
Obstetrician and Gynacologist,"Unspecified multiple gestation, antepartum condition or complication",Multi gest NOS-antepart,32,2015,,
Obstetrician and Gynacologist,"Unstable lie, unspecified as to episode of care or not applicable",Unstable lie-unspecified,32,2015,,
Obstetrician and Gynacologist,"Unstable lie, delivered, with or without mention of antepartum condition",Unstable lie-delivered,32,2015,,
Obstetrician and Gynacologist,"Unstable lie, antepartum condition or complication",Unstable lie-antepartum,32,2015,,
Obstetrician and Gynacologist,"Breech or other malpresentation successfully converted to cephalic presentation, unspecified as to episode of care or not applicable",Cephalic vers NOS-unspec,32,2015,,
Obstetrician and Gynacologist,"Breech or other malpresentation successfully converted to cephalic presentation, delivered, with or without mention of antepartum condition",Cephalic vers NOS-deliv,32,2015,,
Obstetrician and Gynacologist,"Breech or other malpresentation successfully converted to cephalic presentation, antepartum condition or complication",Cephal vers NOS-antepart,32,2015,,
Obstetrician and Gynacologist,"Breech presentation without mention of version, unspecified as to episode of care or not applicable",Breech presentat-unspec,32,2015,,
Obstetrician and Gynacologist,"Breech presentation without mention of version, delivered, with or without mention of antepartum condition",Breech presentat-deliver,32,2015,,
Obstetrician and Gynacologist,"Breech presentation without mention of version, antepartum condition or complication",Breech present-antepart,32,2015,,
Obstetrician and Gynacologist,"Transverse or oblique presentation, unspecified as to episode of care or not applicable",Transv/obliq lie-unspec,32,2015,,
Obstetrician and Gynacologist,"Transverse or oblique presentation, delivered, with or without mention of antepartum condition",Transver/obliq lie-deliv,32,2015,,
Obstetrician and Gynacologist,"Transverse or oblique presentation, antepartum condition or complication",Transv/obliq lie-antepar,32,2015,,
Obstetrician and Gynacologist,"Face or brow presentation, unspecified as to episode of care or not applicable",Face/brow present-unspec,32,2015,,
Obstetrician and Gynacologist,"Face or brow presentation, delivered, with or without mention of antepartum condition",Face/brow present-deliv,32,2015,,
Obstetrician and Gynacologist,"Face or brow presentation, antepartum condition or complication",Face/brow pres-antepart,32,2015,,
Obstetrician and Gynacologist,"High head at term, unspecified as to episode of care or not applicable",High head at term-unspec,32,2015,,
Obstetrician and Gynacologist,"High head at term, delivered, with or without mention of antepartum condition",High head at term-deliv,32,2015,,
Obstetrician and Gynacologist,"High head at term, antepartum condition or complication",High head term-antepart,32,2015,,
Obstetrician and Gynacologist,"Multiple gestation with malpresentation of one fetus or more, unspecified as to episode of care or not applicable",Mult gest malpresen-unsp,32,2015,,
Obstetrician and Gynacologist,"Multiple gestation with malpresentation of one fetus or more, delivered, with or without mention of antepartum condition",Mult gest malpres-deliv,32,2015,,
Obstetrician and Gynacologist,"Multiple gestation with malpresentation of one fetus or more, antepartum condtion or complication",Mult ges malpres-antepar,32,2015,,
Obstetrician and Gynacologist,"Prolapsed arm of fetus, unspecified as to episode of care or not applicable",Prolapsed arm-unspec,32,2015,,
Obstetrician and Gynacologist,"Prolapsed arm of fetus, delivered, with or without mention of antepartum condition",Prolapsed arm-delivered,32,2015,,
Obstetrician and Gynacologist,"Prolapsed arm of fetus, antepartum condition or complication",Prolapsed arm-antepart,32,2015,,
Obstetrician and Gynacologist,"Other specified malposition or malpresentation, unspecified as to episode of care or not applicable",Malposition NEC-unspec,32,2015,,
Obstetrician and Gynacologist,"Other specified malposition or malpresentation, delivered, with or without mention of antepartum condition",Malposition NEC-deliver,32,2015,,
Obstetrician and Gynacologist,"Other specified malposition or malpresentation, antepartum condition or complication",Malposition NEC-antepart,32,2015,,
Obstetrician and Gynacologist,"Unspecified malposition or malpresentation, unspecified as to episode of care or not applicable",Malposition NOS-unspec,32,2015,,
Obstetrician and Gynacologist,"Unspecified malposition or malpresentation, delivered, with or without mention of antepartum condition",Malposition NOS-deliver,32,2015,,
Obstetrician and Gynacologist,"Unspecified malposition or malpresentation, antepartum condition or complication",Malposition NOS-antepart,32,2015,,
Obstetrician and Gynacologist,"Major abnormality of bony pelvis, not further specified, unspecified as to episode of care or not applicable",Pelvic deform NOS-unspec,32,2015,,
Obstetrician and Gynacologist,"Major abnormality of bony pelvis, not further specified, delivered, with or without mention of antepartum condition",Pelvic deform NOS-deliv,32,2015,,
Obstetrician and Gynacologist,"Major abnormality of bony pelvis, not further specified, antepartum condition or complication",Pelv deform NOS-antepart,32,2015,,
Obstetrician and Gynacologist,"Generally contracted pelvis, unspecified as to episode of care or not applicable",Contract pelv NOS-unspec,32,2015,,
Obstetrician and Gynacologist,"Generally contracted pelvis, delivered, with or without mention of antepartum condition",Contract pelv NOS-deliv,32,2015,,
Obstetrician and Gynacologist,"Generally contracted pelvis, antepartum condition or complication",Contrac pelv NOS-antepar,32,2015,,
Obstetrician and Gynacologist,"Inlet contraction of pelvis, unspecified as to episode of care or not applicable",Inlet contraction-unspec,32,2015,,
Obstetrician and Gynacologist,"Inlet contraction of pelvis, delivered, with or without mention of antepartum condition",Inlet contraction-deliv,32,2015,,
Obstetrician and Gynacologist,"Inlet contraction of pelvis, antepartum condition or complication",Inlet contract-antepart,32,2015,,
Obstetrician and Gynacologist,"Outlet contraction of pelvis, unspecified as to episode of care or not applicable",Outlet contraction-unsp,32,2015,,
Obstetrician and Gynacologist,"Outlet contraction of pelvis, delivered, with or without mention of antepartum condition",Outlet contraction-deliv,32,2015,,
Obstetrician and Gynacologist,"Outlet contraction of pelvis, antepartum condition or complication",Outlet contract-antepart,32,2015,,
Obstetrician and Gynacologist,"Fetopelvic disproportion, unspecified as to episode of care or not applicable",Fetopelv disprop-unspec,32,2015,,
Obstetrician and Gynacologist,"Fetopelvic disproportion, delivered, with or without mention of antepartum condition",Fetopelv dispropor-deliv,32,2015,,
Obstetrician and Gynacologist,"Fetopelvic disproportion, antepartum condition or complication",Fetopel disprop-antepart,32,2015,,
Obstetrician and Gynacologist,"Unusually large fetus causing disproportion, unspecified as to episode of care or not applicable",Fetal disprop NOS-unspec,32,2015,,
Obstetrician and Gynacologist,"Unusually large fetus causing disproportion, delivered, with or without mention of antepartum condition",Fetal disprop NOS-deliv,32,2015,,
Obstetrician and Gynacologist,"Unusually large fetus causing disproportion, antepartum condition or complication",Fetal dispro NOS-antepar,32,2015,,
Obstetrician and Gynacologist,"Hydrocephalic fetus causing disproportion, unspecified as to episode of care or not applicable",Hydrocephal fetus-unspec,32,2015,,
Obstetrician and Gynacologist,"Hydrocephalic fetus causing disproportion, delivered, with or without mention of antepartum condition",Hydroceph fetus-deliver,32,2015,,
Obstetrician and Gynacologist,"Hydrocephalic fetus causing disproportion, antepartum condition or complication",Hydroceph fetus-antepart,32,2015,,
Obstetrician and Gynacologist,"Other fetal abnormality causing disproportion, unspecified as to episode of care or not applicable",Oth abn fet disprop-unsp,32,2015,,
Obstetrician and Gynacologist,"Other fetal abnormality causing disproportion, delivered, with or without mention of antepartum condition",Oth abn fet dispro-deliv,32,2015,,
Obstetrician and Gynacologist,"Other fetal abnormality causing disproportion, antepartum condition or complication",Oth abn fet dispro-antep,32,2015,,
Obstetrician and Gynacologist,"Disproportion of other origin, unspecified as to episode of care or not applicable",Disproportion NEC-unspec,32,2015,,
Obstetrician and Gynacologist,"Disproportion of other origin, delivered, with or without mention of antepartum condition",Disproportion NEC-deliv,32,2015,,
Obstetrician and Gynacologist,"Disproportion of other origin, antepartum condition or complication",Dispropor NEC-antepartum,32,2015,,
Obstetrician and Gynacologist,"Unspecified disproportion, unspecified as to episode of care or not applicable",Disproportion NOS-unspec,32,2015,,
Obstetrician and Gynacologist,"Unspecified disproportion, delivered, with or without mention of antepartum condition",Disproportion NOS-deliv,32,2015,,
Obstetrician and Gynacologist,"Unspecified disproportion, antepartum condition or complication",Dispropor NOS-antepartum,32,2015,,
Obstetrician and Gynacologist,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable",Cong abn uter preg-unsp,32,2015,,
Obstetrician and Gynacologist,"Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition",Congen abn uterus-deliv,32,2015,,
Obstetrician and Gynacologist,"Congenital abnormalities of uterus, delivered, with mention of postpartum complication",Cong abn uter-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Congenital abnormalities of uterus, antepartum condition or complication",Congen abn uter-antepart,32,2015,,
Obstetrician and Gynacologist,"Congenital abnormalities of uterus, postpartum condition or complication",Congen abn uter-postpart,32,2015,,
Obstetrician and Gynacologist,"Tumors of body of uterus, unspecified as to episode of care or not applicable",Uter tumor in preg-unsp,32,2015,,
Obstetrician and Gynacologist,"Tumors of body of uterus, delivered, with or without mention of antepartum condition",Uterine tumor-delivered,32,2015,,
Obstetrician and Gynacologist,"Tumors of body of uterus, delivered, with mention of postpartum complication",Uterine tumor-del w p/p,32,2015,,
Obstetrician and Gynacologist,"Tumors of body of uterus, antepartum condition or complication",Uterine tumor-antepartum,32,2015,,
Obstetrician and Gynacologist,"Tumors of body of uterus, postpartum condition or complication",Uterine tumor-postpartum,32,2015,,
Obstetrician and Gynacologist,"Previous cesarean delivery, unspecified as to episode of care or not applicable",Prev c-delivery unspec,32,2015,,
